Zip Code ,Population,Case Count - Cumulative,Case Count - Last 30 Days ,Case Count - Last 14 Days ,Case Count Per 100K - Cumulative,Case Count Per 100K - Last 30 Days,Case Count Per 100K - Last 14 Days
45064,3060.0,653.0,130,41,21339.87,4248.37,1339.87
45065,4765.0,1479.0,339,104,31038.82,7114.38,2182.58
45066,24836.0,6139.0,"1,433",388,24718.15,5769.85,1562.25
45067,14970.0,3614.0,769,227,24141.62,5136.94,1516.37
45068,11402.0,2781.0,592,154,24390.46,5192.07,1350.64
45069,51117.0,11379.0,"2,797",701,22260.7,5471.76,1371.36
45070,185.0,34.0,7,,18378.38,3783.78,
45101,2287.0,545.0,150,67,23830.35,6558.81,2929.6
45102,22397.0,5905.0,"1,317",452,26365.14,5880.25,2018.13
45103,32525.0,8376.0,"2,128",709,25752.5,6542.66,2179.86
45106,12382.0,2954.0,738,290,23857.21,5960.26,2342.11
45107,9909.0,2328.0,500,189,23493.79,5045.92,1907.36
45111,324.0,74.0,23,,22839.51,7098.77,
45112,84.0,,,,,,
45113,3610.0,941.0,220,71,26066.48,6094.18,1966.76
45115,143.0,12.0,,,8391.61,,
45118,3579.0,880.0,178,78,24587.87,4973.46,2179.38
45120,2750.0,803.0,177,67,29200.0,6436.36,2436.36
45121,9245.0,2306.0,508,216,24943.21,5494.86,2336.4
45122,10511.0,2629.0,705,205,25011.89,6707.26,1950.34
45123,8736.0,2177.0,471,165,24919.87,5391.48,1888.74
45130,4028.0,823.0,179,57,20431.98,4443.89,1415.09
45131,227.0,34.0,,,14977.97,,
45132,398.0,69.0,19,10,17336.68,4773.87,2512.56
45133,23764.0,5673.0,"1,336",503,23872.24,5621.95,2116.65
45135,4705.0,1049.0,238,87,22295.43,5058.45,1849.1
45140,56933.0,13012.0,"3,374",883,22854.93,5926.26,1550.95
45142,3696.0,1011.0,223,74,27353.9,6033.55,2002.16
45144,4400.0,862.0,160,82,19590.91,3636.36,1863.64
45145,19.0,,,,,,
45146,1458.0,308.0,72,34,21124.83,4938.27,2331.96
45147,191.0,41.0,,,21465.97,,
45148,1467.0,384.0,68,22,26175.87,4635.31,1499.66
45150,32618.0,8093.0,"2,057",560,24811.45,6306.33,1716.84
45152,11656.0,3182.0,809,254,27299.25,6940.63,2179.14
45153,1804.0,387.0,90,30,21452.33,4988.91,1662.97
45154,8994.0,2369.0,590,218,26339.78,6559.93,2423.84
45155,371.0,62.0,30,16,16711.59,8086.25,4312.67
45156,73.0,,,,,,
45157,10315.0,2236.0,524,215,21677.17,5079.98,2084.34
45158,373.0,59.0,17,6,15817.69,4557.64,1608.58
45159,3773.0,787.0,208,89,20858.73,5512.85,2358.87
45160,865.0,180.0,44,18,20809.25,5086.71,2080.92
45162,2666.0,595.0,121,41,22318.08,4538.63,1537.88
45164,241.0,43.0,15,6,17842.32,6224.07,2489.63
45166,69.0,,,,,,
45167,3700.0,844.0,232,119,22810.81,6270.27,3216.22
45168,1667.0,356.0,78,29,21355.73,4679.06,1739.65
45169,4513.0,1191.0,262,110,26390.43,5805.45,2437.4
45171,5771.0,1375.0,280,111,23826.03,4851.85,1923.41
45172,191.0,32.0,6,,16753.93,3141.36,
45174,2350.0,420.0,99,19,17872.34,4212.77,808.51
45176,9434.0,2152.0,532,172,22811.11,5639.18,1823.19
45177,22385.0,5185.0,"1,321",477,23162.83,5901.27,2130.89
45202,14105.0,4041.0,876,194,28649.42,6210.56,1375.4
45203,2429.0,492.0,111,18,20255.25,4569.78,741.05
45204,5773.0,1143.0,239,51,19799.06,4139.96,883.42
45205,18533.0,3741.0,822,175,20185.61,4435.33,944.26
45206,10825.0,2152.0,493,107,19879.91,4554.27,988.45
45207,7133.0,1573.0,320,76,22052.43,4486.19,1065.47
45208,18503.0,3436.0,849,202,18569.96,4588.45,1091.71
45209,11082.0,2428.0,555,141,21909.4,5008.12,1272.33
45211,37201.0,8684.0,"1,915",377,23343.46,5147.71,1013.41
45212,22529.0,4681.0,"1,103",267,20777.66,4895.91,1185.14
45213,12574.0,2467.0,572,132,19619.85,4549.07,1049.79
45214,7791.0,1610.0,344,63,20664.87,4415.35,808.63
45215,30814.0,6593.0,"1,551",357,21396.12,5033.43,1158.56
45216,8925.0,1920.0,440,92,21512.61,4929.97,1030.81
45217,7232.0,1358.0,303,63,18777.65,4189.71,871.13
45218,3915.0,824.0,187,55,21047.25,4776.5,1404.85
45219,18029.0,3117.0,678,172,17288.81,3760.61,954.02
45220,13838.0,2438.0,679,133,17618.15,4906.78,961.12
45223,11982.0,2511.0,573,114,20956.43,4782.17,951.43
45224,21402.0,4225.0,856,178,19741.15,3999.63,831.7
45225,9418.0,1627.0,334,59,17275.43,3546.4,626.46
45226,5346.0,1203.0,260,56,22502.81,4863.45,1047.51
45227,18391.0,3865.0,934,229,21015.71,5078.57,1245.17
45229,13090.0,2586.0,619,119,19755.54,4728.8,909.09
45230,27778.0,5787.0,"1,510",396,20833.03,5435.96,1425.59
45231,40071.0,9981.0,"2,115",442,24908.29,5278.13,1103.04
45232,6849.0,1367.0,281,48,19959.12,4102.79,700.83
45233,16025.0,3842.0,889,209,23975.04,5547.58,1304.21
45236,24486.0,5111.0,"1,317",294,20873.15,5378.58,1200.69
45237,20193.0,4397.0,958,196,21774.87,4744.22,970.63
45238,45614.0,11110.0,"2,539",536,24356.56,5566.27,1175.08
45239,29809.0,6662.0,"1,393",343,22348.96,4673.09,1150.66
45240,27161.0,6751.0,"1,312",283,24855.49,4830.46,1041.94
45241,24366.0,4913.0,"1,289",338,20163.34,5290.16,1387.18
45242,22625.0,4717.0,"1,290",348,20848.62,5701.66,1538.12
45243,15075.0,3188.0,864,187,21147.6,5731.34,1240.46
45244,28602.0,6187.0,"1,525",414,21631.35,5331.79,1447.45
45245,20800.0,4680.0,"1,082",356,22500.0,5201.92,1711.54
45246,14206.0,3086.0,689,141,21723.22,4850.06,992.54
45247,22544.0,5324.0,"1,191",252,23616.04,5283.0,1117.81
45248,25324.0,6061.0,"1,545",355,23933.82,6100.93,1401.83
45249,13156.0,2587.0,737,191,19664.03,5602.01,1451.81
45251,22502.0,5310.0,"1,191",240,23597.9,5292.86,1066.57
45252,4336.0,978.0,228,45,22555.35,5258.3,1037.82
45255,21767.0,4496.0,"1,098",310,20655.12,5044.33,1424.17
45301,130.0,56.0,13,6,43076.92,10000.0,4615.38
45302,4172.0,884.0,180,56,21188.88,4314.48,1342.28
45303,2724.0,534.0,98,32,19603.52,3597.65,1174.74
45304,7084.0,1640.0,311,105,23150.76,4390.18,1482.21
45305,11161.0,2505.0,579,165,22444.23,5187.71,1478.36
45306,2370.0,422.0,84,26,17805.91,3544.3,1097.05
45307,330.0,57.0,,,17272.73,,
45308,4139.0,899.0,173,51,21720.22,4179.75,1232.18
45309,12439.0,2644.0,532,157,21255.73,4276.87,1262.16
45310,270.0,52.0,8,,19259.26,2962.96,
45311,6197.0,1221.0,249,83,19703.08,4018.07,1339.36
45312,1277.0,318.0,63,23,24902.11,4933.44,1801.1
45314,6010.0,1719.0,289,130,28602.33,4808.65,2163.06
45315,4066.0,1084.0,229,70,26660.11,5632.07,1721.59
45316,108.0,12.0,,,11111.11,,
45317,1226.0,212.0,44,22,17292.01,3588.91,1794.45
45318,5638.0,1101.0,215,73,19528.2,3813.41,1294.79
45319,378.0,73.0,18,6,19312.17,4761.9,1587.3
45320,14982.0,3381.0,618,180,22567.08,4124.95,1201.44
45321,851.0,206.0,46,15,24206.82,5405.41,1762.63
45322,21282.0,5132.0,"1,185",332,24114.27,5568.09,1560.0
45323,4973.0,1140.0,218,49,22923.79,4383.67,985.32
45324,41029.0,8873.0,"2,003",574,21626.17,4881.91,1399.01
45325,2266.0,596.0,105,40,26301.85,4633.72,1765.23
45326,1066.0,248.0,57,16,23264.54,5347.09,1500.94
45327,9356.0,2486.0,527,158,26571.18,5632.75,1688.76
45328,564.0,99.0,11,,17553.19,1950.35,
45330,846.0,210.0,31,12,24822.7,3664.3,1418.44
45331,22041.0,5687.0,"1,258",433,25801.91,5707.55,1964.52
45332,825.0,123.0,33,10,14909.09,4000.0,1212.12
45333,1368.0,286.0,59,26,20906.43,4312.87,1900.58
45334,2117.0,438.0,79,20,20689.66,3731.7,944.73
45335,6781.0,1561.0,304,105,23020.2,4483.11,1548.44
45336,161.0,31.0,5,,19254.66,3105.59,
45337,1918.0,298.0,63,20,15537.02,3284.67,1042.75
45338,5009.0,1035.0,187,57,20662.81,3733.28,1137.95
45339,1385.0,232.0,38,16,16750.9,2743.68,1155.23
45340,688.0,161.0,40,11,23401.16,5813.95,1598.84
45341,3857.0,853.0,187,68,22115.63,4848.33,1763.03
45342,36659.0,9273.0,"2,162",668,25295.29,5897.6,1822.2
45344,16104.0,3990.0,799,251,24776.45,4961.5,1558.62
45345,6458.0,1539.0,286,96,23830.91,4428.62,1486.53
45346,1938.0,431.0,74,15,22239.42,3818.37,773.99
45347,4479.0,976.0,151,48,21790.58,3371.29,1071.67
45348,1026.0,175.0,20,8,17056.53,1949.32,779.73
45349,380.0,61.0,14,,16052.63,3684.21,
45350,106.0,35.0,8,,33018.87,7547.17,
45351,212.0,44.0,12,,20754.72,5660.38,
45352,242.0,41.0,7,,16942.15,2892.56,
45353,142.0,22.0,,,15492.96,,
45354,456.0,130.0,32,11,28508.77,7017.54,2412.28
45356,25209.0,6069.0,"1,298",368,24074.74,5148.95,1459.8
45358,348.0,83.0,24,15,23850.57,6896.55,4310.34
45359,1938.0,443.0,71,17,22858.62,3663.57,877.19
45360,453.0,54.0,14,,11920.53,3090.51,
45361,328.0,25.0,5,,7621.95,1524.39,
45362,1141.0,189.0,34,12,16564.42,2979.84,1051.71
45363,1698.0,335.0,62,8,19729.09,3651.35,471.14
45365,30232.0,7074.0,"1,583",482,23399.05,5236.17,1594.34
45368,4907.0,1176.0,239,76,23965.76,4870.59,1548.81
45369,3492.0,892.0,182,67,25544.1,5211.91,1918.67
45370,2479.0,459.0,93,18,18515.53,3751.51,726.1
45371,19867.0,5429.0,"1,095",287,27326.72,5511.65,1444.61
45372,319.0,78.0,23,5,24451.41,7210.03,1567.4
45373,35989.0,8938.0,"1,717",445,24835.37,4770.9,1236.49
45377,15280.0,3528.0,792,196,23089.01,5183.25,1282.72
45378,362.0,96.0,24,8,26519.34,6629.83,2209.94
45380,5385.0,1171.0,210,60,21745.59,3899.72,1114.21
45381,5430.0,1171.0,211,62,21565.38,3885.82,1141.8
45382,1287.0,241.0,38,13,18725.72,2952.6,1010.1
45383,6912.0,1490.0,311,106,21556.71,4499.42,1533.56
45384,2053.0,193.0,30,7,9400.88,1461.28,340.96
45385,38635.0,8863.0,"1,782",519,22940.34,4612.4,1343.34
45387,5456.0,700.0,183,52,12829.91,3354.11,953.08
45388,853.0,134.0,30,11,15709.26,3517.0,1289.57
45389,478.0,116.0,20,5,24267.78,4184.1,1046.03
45390,3288.0,741.0,139,46,22536.5,4227.49,1399.03
45402,10053.0,2366.0,519,138,23535.26,5162.64,1372.72
45403,14159.0,2797.0,693,179,19754.22,4894.41,1264.21
45404,10809.0,2350.0,570,167,21741.14,5273.38,1545.01
45405,16845.0,4086.0,"1,069",249,24256.46,6346.1,1478.18
45406,19432.0,4686.0,"1,093",224,24114.86,5624.74,1152.74
45409,15593.0,2029.0,417,167,13012.25,2674.28,1070.99
45410,16079.0,3209.0,805,205,19957.71,5006.53,1274.95
45414,20403.0,4616.0,"1,010",281,22624.12,4950.25,1377.25
45415,13519.0,3031.0,675,150,22420.3,4992.97,1109.55
45416,6139.0,1608.0,425,106,26193.19,6922.95,1726.67
45417,29332.0,6229.0,"1,378",292,21236.19,4697.94,995.5
45418,1871.0,,,,,,
45419,15097.0,3166.0,791,205,20971.05,5239.45,1357.89
45420,25145.0,5507.0,"1,349",342,21900.97,5364.88,1360.11
45424,50804.0,11655.0,"2,459",632,22941.11,4840.17,1244.0
45426,15730.0,3669.0,862,188,23324.86,5479.97,1195.17
45428,335.0,83.0,23,,24776.12,6865.67,
45429,25740.0,5243.0,"1,336",386,20369.08,5190.37,1499.61
45430,7289.0,1593.0,360,110,21854.85,4938.95,1509.12
45431,28084.0,5482.0,"1,290",340,19520.01,4593.36,1210.65
45432,14818.0,3236.0,696,193,21838.3,4696.99,1302.47
45433,2734.0,317.0,52,10,11594.73,1901.98,365.76
45434,12256.0,2572.0,591,161,20985.64,4822.13,1313.64
45439,10185.0,2924.0,740,202,28708.89,7265.59,1983.31
45440,20633.0,5007.0,"1,208",324,24266.95,5854.7,1570.3
45449,17914.0,4614.0,"1,119",369,25756.39,6246.51,2059.84
45458,32068.0,7687.0,"1,857",619,23970.94,5790.82,1930.27
45459,26979.0,6121.0,"1,546",464,22688.02,5730.38,1719.86
45502,15779.0,3939.0,886,272,24963.56,5615.06,1723.81
45503,32363.0,8502.0,"1,911",621,26270.74,5904.89,1918.86
45504,17639.0,4061.0,974,288,23022.85,5521.85,1632.75
45505,19919.0,4871.0,"1,149",359,24454.04,5768.36,1802.3
45506,13868.0,3437.0,774,209,24783.67,5581.19,1507.07
45601,56753.0,13669.0,"3,419","1,056",24085.07,6024.35,1860.69
45612,4793.0,1047.0,260,90,21844.36,5424.58,1877.74
45613,2734.0,804.0,175,66,29407.46,6400.88,2414.05
45614,4825.0,1270.0,297,144,26321.24,6155.44,2984.46
45616,1461.0,253.0,54,24,17316.91,3696.1,1642.71
45617,279.0,24.0,5,,8602.15,1792.11,
45618,13.0,,,,,,
45619,7585.0,1878.0,442,159,24759.39,5827.29,2096.24
45620,955.0,176.0,29,10,18429.32,3036.65,1047.12
45621,309.0,94.0,22,13,30420.71,7119.74,4207.12
45622,138.0,93.0,24,13,67391.3,17391.3,9420.29
45623,3075.0,672.0,126,47,21853.66,4097.56,1528.46
45628,5082.0,1305.0,331,99,25678.87,6513.18,1948.05
45629,2855.0,958.0,227,95,33555.17,7950.96,3327.5
45630,80.0,,,,,,
45631,14630.0,3360.0,770,290,22966.51,5263.16,1982.23
45634,1926.0,461.0,96,34,23935.62,4984.42,1765.32
45636,120.0,10.0,,,8333.33,,
45638,21715.0,6093.0,"1,706",711,28058.95,7856.32,3274.23
45640,16079.0,4126.0,839,319,25660.8,5217.99,1983.95
45644,4679.0,928.0,218,71,19833.3,4659.12,1517.42
45645,2357.0,819.0,209,84,34747.56,8867.2,3563.85
45646,499.0,77.0,22,7,15430.86,4408.82,1402.81
45647,2579.0,479.0,112,38,18573.09,4342.77,1473.44
45648,12886.0,3122.0,788,316,24227.84,6115.16,2452.27
45650,460.0,79.0,13,8,17173.91,2826.09,1739.13
45651,6019.0,1269.0,266,119,21083.24,4419.34,1977.07
45652,4120.0,750.0,176,69,18203.88,4271.84,1674.76
45653,3782.0,1025.0,240,91,27102.06,6345.85,2406.13
45654,1177.0,183.0,31,9,15548.0,2633.81,764.66
45656,6364.0,1480.0,256,107,23255.81,4022.63,1681.33
45657,1925.0,531.0,108,42,27584.42,5610.39,2181.82
45658,2989.0,419.0,94,45,14018.07,3144.86,1505.52
45659,2574.0,788.0,199,88,30613.83,7731.16,3418.8
45660,7246.0,1871.0,426,174,25821.14,5879.11,2401.32
45661,6956.0,2051.0,559,171,29485.34,8036.23,2458.31
45662,30289.0,7259.0,"1,927",741,23965.8,6362.05,2446.43
45663,6162.0,1674.0,442,154,27166.5,7173.0,2499.19
45669,10040.0,2442.0,488,169,24322.71,4860.56,1683.27
45671,274.0,115.0,23,6,41970.8,8394.16,2189.78
45672,1527.0,386.0,77,27,25278.32,5042.57,1768.17
45673,367.0,108.0,17,8,29427.79,4632.15,2179.84
45674,651.0,165.0,46,17,25345.62,7066.05,2611.37
45678,1086.0,269.0,60,24,24769.8,5524.86,2209.94
45679,2830.0,725.0,184,62,25618.37,6501.77,2190.81
45680,12977.0,3492.0,926,390,26909.15,7135.7,3005.32
45681,1670.0,352.0,83,28,21077.84,4970.06,1676.65
45682,2090.0,484.0,107,45,23157.89,5119.62,2153.11
45684,2093.0,380.0,86,32,18155.76,4108.93,1528.91
45685,1120.0,288.0,62,30,25714.29,5535.71,2678.57
45686,3699.0,742.0,169,77,20059.48,4568.8,2081.64
45688,608.0,95.0,14,7,15625.0,2302.63,1151.32
45690,15599.0,3489.0,881,303,22366.82,5647.8,1942.43
45692,8731.0,2154.0,461,187,24670.71,5280.04,2141.79
45693,8691.0,2206.0,510,220,25382.58,5868.14,2531.35
45694,11618.0,3145.0,804,304,27070.06,6920.3,2616.63
45695,657.0,131.0,28,13,19939.12,4261.8,1978.69
45696,1595.0,340.0,80,31,21316.61,5015.67,1943.57
45697,4759.0,1114.0,255,85,23408.28,5358.27,1786.09
45698,305.0,69.0,12,6,22622.95,3934.43,1967.21
45701,35704.0,7901.0,"2,826",783,22129.17,7915.08,2193.03
45710,5222.0,1088.0,230,77,20834.93,4404.44,1474.53
45711,1232.0,153.0,36,11,12418.83,2922.08,892.86
45714,9388.0,1988.0,411,138,21175.97,4377.93,1469.96
45715,2440.0,468.0,79,28,19180.33,3237.7,1147.54
45716,474.0,119.0,28,6,25105.49,5907.17,1265.82
45719,1019.0,197.0,75,30,19332.68,7360.16,2944.06
45721,34.0,,,,,,
45723,3481.0,553.0,118,47,15886.24,3389.83,1350.19
45724,2113.0,291.0,59,15,13771.89,2792.24,709.89
45727,401.0,86.0,20,5,21446.38,4987.53,1246.88
45729,1351.0,269.0,48,21,19911.18,3552.92,1554.4
45732,4438.0,1065.0,208,66,23997.3,4686.8,1487.16
45734,466.0,97.0,11,5,20815.45,2360.52,1072.96
45735,1562.0,267.0,67,25,17093.47,4289.37,1600.51
45740,383.0,94.0,15,,24543.08,3916.45,
45741,662.0,154.0,38,14,23262.84,5740.18,2114.8
45742,2840.0,497.0,91,33,17500.0,3204.23,1161.97
45743,1864.0,224.0,42,17,12017.17,2253.22,912.02
45744,2747.0,541.0,87,27,19694.21,3167.09,982.89
45745,1618.0,207.0,30,7,12793.57,1854.14,432.63
45746,415.0,81.0,17,,19518.07,4096.39,
45750,26906.0,5197.0,967,370,19315.39,3593.99,1375.16
45760,3823.0,711.0,127,46,18597.96,3322.0,1203.24
45761,1843.0,255.0,60,17,13836.14,3255.56,922.41
45764,9418.0,1562.0,365,134,16585.26,3875.56,1422.81
45766,1000.0,236.0,42,14,23600.0,4200.0,1400.0
45767,2489.0,444.0,83,27,17838.49,3334.67,1084.77
45768,1449.0,319.0,69,15,22015.18,4761.9,1035.2
45769,7058.0,1157.0,235,77,16392.75,3329.56,1090.96
45770,596.0,80.0,18,5,13422.82,3020.13,838.93
45771,3433.0,661.0,143,44,19254.3,4165.45,1281.68
45772,1623.0,265.0,52,18,16327.79,3203.94,1109.06
45773,70.0,,,,,,
45775,1159.0,291.0,49,26,25107.85,4227.78,2243.31
45776,786.0,102.0,21,6,12977.1,2671.76,763.36
45778,821.0,117.0,37,9,14250.91,4506.7,1096.22
45779,753.0,146.0,38,14,19389.11,5046.48,1859.23
45780,3176.0,761.0,195,55,23960.96,6139.8,1731.74
45782,492.0,67.0,7,,13617.89,1422.76,
45784,3402.0,613.0,109,32,18018.81,3204.0,940.62
45786,3617.0,559.0,81,27,15454.8,2239.42,746.47
45787,63.0,,,,,,
45788,1298.0,192.0,26,11,14791.99,2003.08,847.46
45789,150.0,43.0,8,,28666.67,5333.33,
45801,22688.0,5808.0,"1,144",327,25599.44,5042.31,1441.29
45804,15665.0,3970.0,881,258,25343.12,5624.0,1646.98
45805,23285.0,6257.0,"1,294",348,26871.38,5557.23,1494.52
45806,10608.0,2876.0,590,172,27111.61,5561.84,1621.42
45807,12407.0,2868.0,480,133,23115.98,3868.78,1071.98
45808,363.0,63.0,15,,17355.37,4132.23,
45809,163.0,28.0,,,17177.91,,
45810,8230.0,1771.0,410,161,21518.83,4981.77,1956.26
45812,1973.0,437.0,57,23,22149.01,2889.0,1165.74
45813,3616.0,872.0,169,50,24115.04,4673.67,1382.74
45814,3212.0,594.0,135,53,18493.15,4202.99,1650.06
45816,330.0,60.0,9,,18181.82,2727.27,
45817,6892.0,1220.0,207,53,17701.68,3003.48,769.01
45819,265.0,58.0,27,7,21886.79,10188.68,2641.51
45820,488.0,134.0,22,6,27459.02,4508.2,1229.51
45821,1186.0,294.0,51,10,24789.21,4300.17,843.17
45822,18714.0,4889.0,974,274,26124.83,5204.66,1464.14
45826,484.0,51.0,7,,10537.19,1446.28,
45827,2050.0,498.0,81,16,24292.68,3951.22,780.49
45828,6248.0,1490.0,306,62,23847.63,4897.57,992.32
45830,5796.0,1289.0,231,62,22239.48,3985.51,1069.7
45831,3269.0,781.0,134,26,23891.1,4099.11,795.35
45832,2923.0,627.0,88,29,21450.56,3010.61,992.13
45833,10605.0,2684.0,490,129,25308.82,4620.46,1216.41
45835,519.0,101.0,21,8,19460.5,4046.24,1541.43
45836,1344.0,316.0,69,20,23511.9,5133.93,1488.1
45840,55820.0,12378.0,"2,476",623,22174.85,4435.69,1116.09
45841,818.0,206.0,38,9,25183.37,4645.48,1100.24
45843,4117.0,785.0,139,39,19067.28,3376.24,947.29
45844,3172.0,716.0,110,20,22572.51,3467.84,630.52
45845,2871.0,540.0,136,26,18808.78,4737.03,905.61
45846,4297.0,767.0,102,23,17849.66,2373.75,535.26
45849,1084.0,262.0,40,13,24169.74,3690.04,1199.26
45850,3419.0,835.0,130,38,24422.35,3802.28,1111.44
45851,746.0,92.0,18,,12332.44,2412.87,
45853,1264.0,416.0,49,9,32911.39,3876.58,712.03
45854,459.0,101.0,20,7,22004.36,4357.3,1525.05
45855,154.0,48.0,8,,31168.83,5194.81,
45856,5211.0,1253.0,210,54,24045.29,4029.94,1036.27
45858,2880.0,624.0,127,38,21666.67,4409.72,1319.44
45859,508.0,109.0,11,,21456.69,2165.35,
45860,2314.0,370.0,41,8,15989.63,1771.82,345.72
45861,207.0,29.0,6,,14009.66,2898.55,
45862,1524.0,287.0,54,23,18832.02,3543.31,1509.19
45863,1279.0,258.0,44,15,20172.01,3440.19,1172.79
45864,168.0,29.0,7,,17261.9,4166.67,
45865,4905.0,1070.0,230,46,21814.48,4689.09,937.82
45866,142.0,35.0,9,,24647.89,6338.03,
45867,1113.0,209.0,35,7,18778.08,3144.65,628.93
45868,650.0,124.0,19,,19076.92,2923.08,
45869,4811.0,917.0,191,43,19060.49,3970.07,893.79
45870,246.0,24.0,,,9756.1,,
45871,2008.0,447.0,96,26,22260.96,4780.88,1294.82
45872,4106.0,1090.0,183,49,26546.52,4456.89,1193.38
45873,2263.0,514.0,89,39,22713.21,3932.83,1723.38
45874,2534.0,411.0,64,26,16219.42,2525.65,1026.05
45875,11403.0,2726.0,434,103,23905.99,3806.02,903.27
45876,705.0,248.0,33,7,35177.3,4680.85,992.91
45877,2148.0,430.0,81,19,20018.62,3770.95,884.54
45879,5805.0,1518.0,249,79,26149.87,4289.41,1360.9
45880,2690.0,579.0,111,34,21524.16,4126.39,1263.94
45881,1252.0,303.0,50,9,24201.28,3993.61,718.85
45882,2875.0,713.0,117,35,24800.0,4069.57,1217.39
45883,3877.0,758.0,127,25,19551.2,3275.73,644.83
45884,158.0,33.0,7,,20886.08,4430.38,
45885,12741.0,3229.0,742,168,25343.38,5823.72,1318.58
45886,502.0,99.0,12,,19721.12,2390.44,
45887,4298.0,1146.0,227,70,26663.56,5281.53,1628.66
45888,188.0,50.0,7,,26595.74,3723.4,
45889,1634.0,338.0,53,14,20685.43,3243.57,856.79
45890,488.0,154.0,31,9,31557.38,6352.46,1844.26
45891,14905.0,3749.0,605,181,25152.63,4059.04,1214.36
45894,635.0,136.0,27,9,21417.32,4251.97,1417.32
45895,17930.0,4431.0,850,265,24712.77,4740.66,1477.97
45896,1839.0,481.0,80,33,26155.52,4350.19,1794.45
45897,36.0,,,,,,
45898,873.0,206.0,30,9,23596.79,3436.43,1030.93
45899,110.0,48.0,9,5,43636.36,8181.82,4545.45
Unknown,,19775.0,"3,158",719,,,
